low_volume_percent,middle_volume_percent,take_amount_in_later_12_month_highest,trans_amount_increase_rate_lately,trans_activity_month,trans_activity_day,transd_mcc,trans_days_interval_filter,trans_days_interval,regional_mobility,student_feature,repayment_capability,is_high_user,number_of_trans_from_2011,first_transaction_time,historical_trans_amount,historical_trans_day,rank_trad_1_month,trans_amount_3_month,avg_consume_less_12_valid_month,abs,top_trans_count_last_1_month,avg_price_last_12_month,avg_price_top_last_12_valid_month,reg_preference_for_trad,trans_top_time_last_1_month,trans_top_time_last_6_month,consume_top_time_last_1_month,consume_top_time_last_6_month,cross_consume_count_last_1_month,trans_fail_top_count_enum_last_1_month,trans_fail_top_count_enum_last_6_month,trans_fail_top_count_enum_last_12_month,consume_mini_time_last_1_month,max_cumulative_consume_later_1_month,max_consume_count_later_6_month,railway_consume_count_last_12_month,pawns_auctions_trusts_consume_last_1_month,pawns_auctions_trusts_consume_last_6_month,jewelry_consume_count_last_6_month,status,first_transaction_day,trans_day_last_12_month,apply_score,apply_credibility,query_org_count,query_finance_count,query_cash_count,query_sum_count,latest_one_month_apply,latest_three_month_apply,latest_six_month_apply,loans_score,loans_credibility_behavior,loans_count,loans_settle_count,loans_overdue_count,loans_org_count_behavior,consfin_org_count_behavior,loans_cash_count,latest_one_month_loan,latest_three_month_loan,latest_six_month_loan,history_suc_fee,history_fail_fee,latest_one_month_suc,latest_one_month_fail,loans_long_time,loans_credit_limit,loans_credibility_limit,loans_org_count_current,loans_product_count,loans_max_limit,loans_avg_limit,consfin_credit_limit,consfin_credibility,consfin_org_count_current,consfin_product_count,consfin_max_limit,consfin_avg_limit,latest_query_day,loans_latest_day
0.01,0.48,0,1.32,0.47,0.327,16.0,28.0,27.0,4.0,1.0012121212121212,11120,0,36.0,20111116.0,304270,217.0,0.65,24950,6.0,5900,1.0,2200,0.4,1.0,0.0,28.0,0.0,28.0,0.0,2.0,2.0,2.0,0.0,860,4.0,0.0,0,28950,0.0,0,2378.0,83.0,654.0,77.0,7.0,5.0,2.0,7.0,2.0,6.0,7.0,631.0,76.0,29.0,29.0,0.0,13.0,8.0,5.0,2.0,4.0,15.0,69.0,3.0,5.0,0.0,349.0,3400.0,70.0,5.0,5.0,8600.0,3180.0,17400.0,79.0,8.0,10.0,25800.0,11112.0,0.0,3.0
0.01,0.82,10000,0.34,0.68,0.5579999999999999,23.0,19.0,11.0,2.0,1.0,4470,0,39.0,20130613.0,447200,294.0,0.2,60750,5.0,13270,0.05,1520,0.45,1.0,9.0,11.0,12.0,12.0,1.0,5.0,7.0,7.0,16.0,2800,9.0,0.0,2160,38960,0.0,0,1803.0,82.0,507.0,76.0,15.0,10.0,3.0,20.0,5.0,8.0,15.0,478.0,77.0,45.0,35.0,2.0,19.0,11.0,8.0,1.0,1.0,22.0,48.0,19.0,0.0,1.0,290.0,3300.0,73.0,8.0,8.0,4600.0,2850.0,13300.0,80.0,11.0,13.0,22800.0,11018.0,4.0,1.0
0.01,0.99,3000,2.05,0.88,0.373,16.0,14.0,10.0,3.0,1.0012121212121212,2460,0,14.0,20161109.0,210730,119.0,0.45,19250,5.0,2720,0.3,1230,0.5,1.0,8.0,14.0,8.0,14.0,0.0,2.0,10.0,10.0,0.0,1420,21.0,0.0,1280,14900,0.0,1,558.0,85.0,549.0,79.0,8.0,3.0,1.0,8.0,0.0,4.0,5.0,505.0,76.0,52.0,44.0,4.0,19.0,8.0,11.0,0.0,3.0,9.0,69.0,31.0,0.0,0.0,330.0,2400.0,72.0,11.0,12.0,4800.0,1927.0,5700.0,79.0,8.0,9.0,13800.0,6825.0,29.0,50.0
0.01,0.99,1500,0.96,1.0,0.42200000000000004,21.0,15.0,10.0,2.0,1.0,12850,0,21.0,20160628.0,268400,199.0,0.35,41270,7.0,6920,0.15,1390,0.45,1.0,7.0,15.0,7.0,15.0,1.0,2.0,3.0,3.0,792913.0,3300,4.0,0.0,540,17510,0.0,0,692.0,83.0,542.0,72.0,12.0,7.0,4.0,14.0,2.0,5.0,9.0,506.0,76.0,69.0,68.0,1.0,20.0,8.0,12.0,1.0,1.0,24.0,78.0,8.0,2.0,0.0,349.0,2600.0,75.0,12.0,13.0,4100.0,2141.0,15500.0,79.0,8.0,10.0,24000.0,7462.0,17.0,28.0
0.01,0.63,0,3.98,0.94,0.284,15.0,85.0,45.0,2.0,1.0012121212121212,12820,0,15.0,20161111.0,123160,131.0,0.65,23820,7.0,10640,1.0,1890,0.4,1.0,0.0,28.0,0.0,28.0,0.0,0.0,0.0,3.0,0.0,1020,2.0,0.0,1020,8850,0.0,0,556.0,82.0,619.0,69.0,13.0,5.0,5.0,26.0,7.0,15.0,18.0,592.0,74.0,9.0,9.0,0.0,5.0,2.0,3.0,0.0,0.0,3.0,17.0,1.0,0.0,0.0,339.0,3300.0,74.0,3.0,3.0,5700.0,2900.0,4600.0,68.0,2.0,2.0,9600.0,6300.0,4.0,134.0
0.04,0.96,1000,0.86,0.7,0.305,19.0,17.0,16.0,2.0,1.0,13590,0,33.0,20140408.0,101040,169.0,0.3,18850,9.0,2410,0.05,570,0.6,1.0,12.0,14.0,12.0,14.0,0.0,3.0,3.0,3.0,2.0,1800,8.0,0.0,1800,10640,0.0,0,1504.0,82.0,647.0,78.0,7.0,6.0,0.0,8.0,1.0,4.0,8.0,628.0,76.0,13.0,12.0,0.0,4.0,3.0,1.0,0.0,2.0,5.0,27.0,2.0,0.0,0.0,353.0,500.0,72.0,1.0,1.0,500.0,500.0,16900.0,78.0,3.0,3.0,19200.0,7800.0,7.0,63.0
0.01,0.87,10000,1.04,0.89,0.833,27.0,7.0,7.0,3.0,1.0,15630,0,39.0,20140701.0,1076970,548.0,0.2,137520,7.0,14960,0.05,1590,0.45,1.0,4.0,7.0,4.0,7.0,2.0,5.0,12.0,12.0,257972.0,2520,8.0,0.0,1680,78510,0.0,1,1420.0,86.0,555.0,77.0,13.0,10.0,2.0,19.0,8.0,15.0,16.0,531.0,75.0,109.0,100.0,4.0,35.0,11.0,24.0,4.0,6.0,40.0,125.0,36.0,3.0,1.0,360.0,2100.0,74.0,24.0,25.0,5300.0,2020.0,8600.0,79.0,11.0,13.0,20400.0,9472.0,5.0,11.0
0.65,0.35,100,1.02,1.0,0.126,9.0,75.0,32.0,1.0,1.0012121212121212,6600,0,17.0,20160816.0,5090,63.0,1.0,300,6.0,7020,1.0,180,0.85,3.0,0.0,39.0,0.0,51.0,0.6492961224993825,0.0,1.0,1.0,0.0,0,1.0,0.0,0,0,0.0,0,643.0,153.0,543.0,73.0,12.0,2.0,4.0,15.0,6.0,10.0,11.0,508.0,74.0,30.0,30.0,3.0,11.0,3.0,8.0,1.0,1.0,10.0,41.0,8.0,1.0,0.0,357.0,3000.0,73.0,8.0,9.0,6600.0,2662.0,4400.0,80.0,3.0,3.0,6600.0,4133.0,8.0,0.0
0.01,0.8,600,2.39,0.88,0.377,17.0,22.0,21.0,3.0,1.0,7710,0,30.0,20150504.0,300700,200.0,0.35,33800,5.0,5690,0.2,1510,0.55,1.0,10.0,22.0,10.0,22.0,2.0,1.0,2.0,6.0,809604.0,4270,8.0,0.0,0,40650,0.0,0,1113.0,86.0,640.0,85.0,5.0,3.0,1.0,7.0,0.0,2.0,5.0,620.0,73.0,26.0,24.0,0.0,7.0,2.0,5.0,1.0,3.0,9.0,30.0,2.0,0.0,0.0,341.0,3200.0,71.0,5.0,5.0,4500.0,2560.0,5600.0,80.0,2.0,2.0,7800.0,6300.0,39.0,27.0
0.0,1.0,1000,10.17,1.0,0.233,11.0,45.0,22.0,2.0,1.0012121212121212,9780,0,8.0,20170721.0,34270,56.0,0.55,12510,4.0,3070,0.65,1180,0.5,1.0,21.0,45.0,21.0,48.0,0.0,1.0,2.0,2.0,0.0,1010,3.0,0.0,0,0,0.0,0,304.0,86.0,558.0,80.0,5.0,5.0,0.0,7.0,4.0,5.0,7.0,503.0,76.0,21.0,19.0,1.0,7.0,1.0,6.0,3.0,3.0,8.0,23.0,3.0,3.0,2.0,285.0,1900.0,76.0,6.0,8.0,2300.0,1750.0,18000.0,78.0,1.0,1.0,18000.0,18000.0,3.0,4.0
0.0,0.11,0,2.12,0.94,0.252,18.0,28.0,27.0,3.0,1.0012121212121212,67380,0,29.0,20150815.0,713760,143.0,0.35,103870,9.0,1910,0.15,4970,0.2,3.0,3.0,28.0,3.0,28.0,1.0,0.0,0.0,1.0,605641.0,1930,6.0,0.0,1220,52280,0.0,0,1010.0,84.0,612.0,80.0,6.0,5.0,1.0,9.0,1.0,7.0,8.0,594.0,78.0,5.0,5.0,0.0,3.0,2.0,1.0,0.0,1.0,1.0,10.0,1.0,0.0,0.0,335.0,1200.0,72.0,1.0,1.0,1200.0,1200.0,34700.0,79.0,2.0,2.0,46800.0,23900.0,22.0,85.0
0.13,0.87,0,2.53,0.49,0.402,15.0,24.0,17.0,3.0,1.0,9910,0,29.0,20130406.0,50870,206.0,0.35,10740,6.0,180,0.05,250,0.8,3.0,2.0,21.0,2.0,21.0,1.0,0.0,4.0,6.0,0.0,2640,4.0,0.0,800,5040,0.0,0,1871.0,84.0,620.0,75.0,5.0,0.0,1.0,6.0,3.0,4.0,4.0,593.0,76.0,12.0,12.0,0.0,4.0,1.0,3.0,0.0,0.0,2.0,14.0,1.0,0.0,0.0,354.0,2000.0,75.0,3.0,3.0,2200.0,1466.0,9600.0,78.0,1.0,1.0,9600.0,9600.0,23.0,93.0
0.01,0.99,0,18.9,1.0,0.111,14.0,30.0,29.0,3.0,1.0012121212121212,10850,0,17.0,20161019.0,72070,66.0,0.85,2240,8.0,1350,1.0,1190,0.5,1.0,0.0,29.0,0.0,29.0,0.0,0.0,7.0,7.0,0.0,230,4.0,0.0,230,460,0.0,1,579.0,101.0,639.0,80.0,9.0,5.0,3.0,11.0,3.0,4.0,8.0,598.0,75.0,12.0,10.0,0.0,8.0,3.0,5.0,0.0,1.0,5.0,11.0,8.0,0.0,0.0,233.0,2000.0,74.0,5.0,5.0,2400.0,1700.0,9100.0,78.0,3.0,4.0,13200.0,6533.0,24.0,58.0
0.02,0.98,1000,0.17,0.52,0.109,14.0,45.0,62.0,2.0,1.0012121212121212,8810,0,13.0,20160201.0,29210,41.0,1.0,4850,4.0,450,1.0,990,0.55,3.0,0.0,25.0,0.0,25.0,0.0,3.0,3.0,5.0,0.0,0,3.0,0.0,0,7290,0.0,0,840.0,99.0,645.0,86.0,3.0,1.0,0.0,4.0,0.0,0.0,0.0,622.0,75.0,24.0,12.0,0.0,8.0,3.0,5.0,1.0,2.0,8.0,13.0,13.0,1.0,0.0,355.0,1600.0,73.0,5.0,5.0,1700.0,1480.0,2300.0,81.0,3.0,3.0,3600.0,1866.0,335.0,25.0
0.03,0.92,500,1.08,1.0,0.6409999999999999,23.0,9.0,18.0,3.0,1.0012121212121212,15120,0,18.0,20160925.0,339180,297.0,1.0,56660,8.0,6190,1.0,860,0.6,1.0,0.0,6.0,0.0,8.0,0.0,12.0,12.0,12.0,0.0,0,6.0,0.0,0,10520,0.0,1,603.0,92.0,580.0,72.0,12.0,7.0,5.0,14.0,1.0,1.0,5.0,424.0,77.0,47.0,35.0,3.0,23.0,10.0,13.0,0.0,3.0,19.0,48.0,114.0,0.0,27.0,348.0,1900.0,75.0,13.0,14.0,3700.0,1569.0,7300.0,80.0,10.0,11.0,19200.0,7330.0,11.0,39.0
0.01,0.73,1000,0.36,1.0,0.897,19.0,21.0,5.0,1.0,1.0012121212121212,2459390,0,26.0,20160105.0,127780,680.0,0.75,17440,8.0,918450,0.65,1320,0.5,3.0,21.0,21.0,21.0,21.0,0.0,2.0,4.0,4.0,0.0,340,3.0,0.0,340,21760,0.0,0,867.0,82.0,551.0,79.0,5.0,2.0,2.0,6.0,4.0,5.0,6.0,511.0,73.0,18.0,18.0,2.0,8.0,3.0,5.0,1.0,3.0,5.0,27.0,2.0,1.0,0.0,360.0,4000.0,71.0,5.0,5.0,6700.0,2060.0,10200.0,72.0,3.0,3.0,13200.0,5733.0,15.0,23.0
0.01,0.96,300,0.15,0.64,0.575,20.0,19.0,8.0,3.0,1.0012121212121212,15120,0,28.0,20140708.0,222760,275.0,0.65,22000,6.0,24380,0.3,1290,0.5,1.0,11.0,18.0,11.0,18.0,0.0,1.0,3.0,5.0,0.0,460,3.0,0.0,670,29390,0.0,0,1413.0,83.0,588.0,75.0,20.0,5.0,8.0,30.0,9.0,18.0,21.0,571.0,75.0,63.0,58.0,3.0,19.0,8.0,11.0,3.0,6.0,21.0,70.0,10.0,3.0,1.0,356.0,2700.0,74.0,11.0,12.0,5900.0,2227.0,8400.0,79.0,8.0,10.0,49200.0,12050.0,4.0,2.0
0.01,0.99,500,0.96,1.0,0.461,19.0,20.0,14.0,3.0,1.0012121212121212,16670,0,19.0,20160831.0,229300,199.0,0.25,53560,8.0,5240,0.15,1280,0.5,1.0,13.0,18.0,13.0,31.0,2.0,1.0,9.0,9.0,1148.0,3080,7.0,0.0,720,14580,0.0,0,628.0,83.0,604.0,77.0,20.0,8.0,7.0,31.0,4.0,8.0,12.0,578.0,75.0,53.0,52.0,4.0,22.0,8.0,14.0,1.0,4.0,25.0,70.0,7.0,2.0,0.0,357.0,2100.0,75.0,14.0,15.0,3900.0,1792.0,5800.0,77.0,8.0,8.0,9600.0,4962.0,23.0,3.0
0.0,0.97,9000,1.1,0.63,0.397,19.0,27.0,20.0,3.0,1.0,4320,0,24.0,20150121.0,355420,162.0,0.65,27630,8.0,9160,0.2,1520,0.45,1.0,6.0,22.0,6.0,24.0,0.0,0.0,7.0,7.0,0.0,460,6.0,0.0,790,17090,0.0,0,1216.0,88.0,634.0,76.0,7.0,4.0,2.0,8.0,1.0,3.0,6.0,598.0,77.0,52.0,46.0,0.0,14.0,5.0,9.0,0.0,0.0,8.0,61.0,6.0,0.0,0.0,358.0,2900.0,76.0,9.0,10.0,4700.0,2200.0,29200.0,80.0,5.0,5.0,40800.0,21360.0,9.0,147.0
0.16,0.84,6400,1.72,0.75,0.29100000000000004,19.0,24.0,17.0,2.0,1.0,10700,0,24.0,20150701.0,75920,131.0,0.7,9180,8.0,1820,0.65,400,0.75,1.0,24.0,24.0,24.0,24.0,0.0,0.0,3.0,4.0,0.0,420,6.0,0.0,420,1430,0.0,1,1055.0,84.0,619.0,57.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,590.0,74.0,10.0,8.0,0.0,3.0,1.0,2.0,0.0,0.0,5.0,11.0,4.0,0.0,0.0,345.0,2100.0,76.0,2.0,2.0,2700.0,1900.0,6600.0,65.0,1.0,1.0,6600.0,6600.0,263.0,132.0
0.01,0.99,2000,0.74,1.0,0.34700000000000003,17.0,30.0,29.0,2.0,1.0012121212121212,22210,0,17.0,20161027.0,211520,149.0,0.3,55290,8.0,8060,0.1,1110,0.5,3.0,12.0,12.0,12.0,12.0,0.0,4.0,4.0,4.0,79901.0,1710,5.0,0.0,0,14070,0.0,0,571.0,85.0,518.0,75.0,17.0,10.0,5.0,21.0,8.0,15.0,16.0,488.0,75.0,53.0,45.0,7.0,22.0,6.0,16.0,0.0,5.0,20.0,70.0,34.0,3.0,2.0,266.0,1900.0,75.0,16.0,16.0,2800.0,1687.0,5800.0,79.0,6.0,8.0,11400.0,5400.0,3.0,35.0
0.01,0.91,2000,0.63,0.71,0.616,25.0,12.0,11.0,3.0,1.0,16550,0,39.0,20130814.0,553980,312.0,0.3,52780,6.0,14080,0.1,1440,0.45,1.0,12.0,12.0,12.0,12.0,0.0,0.0,4.0,4.0,1097638.0,2390,6.0,0.0,1950,21070,0.0,0,1741.0,82.0,657.0,74.0,17.0,7.0,5.0,20.0,7.0,11.0,15.0,627.0,74.0,79.0,78.0,0.0,27.0,8.0,19.0,0.0,0.0,21.0,92.0,4.0,2.0,0.0,353.0,2300.0,72.0,19.0,19.0,4700.0,2142.0,5500.0,80.0,8.0,8.0,13800.0,6250.0,-2.0,117.0
0.01,0.61,0,0.87,1.0,0.361,18.0,81.0,29.0,1.0,1.0012121212121212,16520,0,18.0,20160918.0,69100,173.0,0.45,31080,9.0,22530,0.2,2100,0.35,3.0,15.0,19.0,15.0,19.0,0.6492961224993825,0.0,2.0,2.0,1305934.0,1230,2.0,0.0,0,6150,0.0,0,610.0,82.0,673.0,56.0,2.0,1.0,0.0,2.0,0.0,1.0,2.0,668.0,79.0,9.0,7.0,0.0,4.0,3.0,1.0,1.0,3.0,5.0,9.0,2.0,1.0,0.0,297.0,2400.0,72.0,1.0,1.0,2400.0,2400.0,2300.0,80.0,3.0,3.0,5400.0,2466.0,35.0,10.0
0.02,0.98,100,1.12,0.76,0.38799999999999996,18.0,42.0,19.0,2.0,1.0012121212121212,9960,0,13.0,20161020.0,167870,141.0,0.55,27890,6.0,1100,0.4,990,0.55,1.0,19.0,19.0,19.0,19.0,0.0,3.0,6.0,6.0,0.0,700,5.0,0.0,0,1610,0.0,1,578.0,84.0,516.0,80.0,7.0,3.0,4.0,8.0,1.0,2.0,3.0,478.0,75.0,32.0,20.0,4.0,12.0,1.0,11.0,0.0,2.0,17.0,22.0,24.0,0.0,0.0,315.0,1400.0,75.0,11.0,13.0,2300.0,1400.0,1800.0,79.0,1.0,1.0,1800.0,1800.0,7.0,61.0
0.02,0.87,2000,12.04,0.85,0.502,21.0,13.0,8.0,2.0,1.0,2400,0,35.0,20141012.0,539110,317.0,0.15,74920,8.0,330,0.05,1630,0.4,1.0,6.0,8.0,6.0,8.0,2.0,2.0,8.0,9.0,80.0,11220,6.0,0.0,11070,69040,0.0,0,1317.0,82.0,567.0,77.0,9.0,7.0,1.0,12.0,1.0,8.0,10.0,514.0,73.0,86.0,69.0,18.0,22.0,8.0,14.0,1.0,3.0,37.0,81.0,72.0,2.0,2.0,358.0,3100.0,71.0,14.0,15.0,5000.0,2478.0,4500.0,80.0,8.0,10.0,13200.0,4275.0,23.0,1.0
0.03,0.97,1000,12.19,0.92,0.19699999999999998,19.0,25.0,24.0,3.0,1.0012121212121212,13020,0,35.0,20150131.0,115420,170.0,0.45,7480,6.0,160,0.15,770,0.6,1.0,8.0,25.0,8.0,25.0,0.0,1.0,1.0,1.0,953180.0,1080,2.0,0.0,720,2680,0.0,0,1206.0,82.0,629.0,82.0,6.0,5.0,0.0,8.0,3.0,4.0,5.0,591.0,77.0,10.0,9.0,0.0,5.0,4.0,1.0,0.0,3.0,5.0,15.0,1.0,0.0,0.0,349.0,3400.0,76.0,1.0,1.0,3400.0,3400.0,5000.0,78.0,4.0,5.0,13200.0,6375.0,16.0,62.0
0.01,0.84,0,2.03,0.73,0.258,16.0,29.0,28.0,3.0,1.0012121212121212,7840,0,30.0,20141030.0,275240,190.0,0.35,9930,8.0,720,0.15,1110,0.5,1.0,9.0,29.0,9.0,29.0,0.0,2.0,2.0,2.0,0.0,2670,3.0,0.0,1580,1990,0.0,0,1299.0,84.0,638.0,76.0,7.0,4.0,2.0,12.0,5.0,5.0,9.0,627.0,78.0,15.0,15.0,0.0,7.0,4.0,3.0,0.0,2.0,5.0,33.0,1.0,0.0,0.0,351.0,1200.0,70.0,3.0,3.0,2300.0,1333.0,48500.0,80.0,4.0,4.0,93600.0,32700.0,10.0,60.0
0.02,0.98,300,0.9,1.0,0.138,12.0,52.0,35.0,3.0,1.0,12720,0,12.0,20150109.0,51940,50.0,0.85,6710,7.0,2230,1.0,1030,0.55,1.0,0.0,52.0,0.0,52.0,0.0,1.0,1.0,12.0,0.0,250,2.0,0.0,0,6160,0.0,0,1228.0,95.0,678.0,78.0,8.0,4.0,4.0,11.0,2.0,5.0,8.0,663.0,74.0,14.0,5.0,0.0,8.0,3.0,5.0,2.0,4.0,7.0,5.0,13.0,1.0,1.0,316.0,1600.0,73.0,5.0,6.0,2300.0,1620.0,1500.0,77.0,3.0,3.0,3000.0,1800.0,24.0,4.0
0.01,0.62,200,0.93,0.84,0.55,24.0,17.0,9.0,3.0,1.0,186220,0,43.0,20131203.0,629610,331.0,0.2,76460,7.0,13440,0.05,1650,0.45,3.0,5.0,13.0,5.0,13.0,1.0,1.0,9.0,9.0,88.0,3350,8.0,0.0,740,81580,0.0,0,1630.0,84.0,549.0,69.0,7.0,5.0,2.0,15.0,1.0,8.0,12.0,514.0,74.0,40.0,36.0,4.0,15.0,11.0,4.0,0.0,6.0,20.0,43.0,24.0,1.0,0.0,349.0,1100.0,72.0,4.0,4.0,2300.0,1200.0,10500.0,76.0,11.0,12.0,27600.0,8318.0,19.0,45.0
0.0,0.14,2000,1.3,0.72,0.10300000000000001,15.0,77.0,57.0,3.0,1.0,33810,0,29.0,20141111.0,261170,82.0,0.5,208530,10.0,1040,0.65,8250,0.15,3.0,10.0,28.0,10.0,28.0,0.6492961224993825,3.0,3.0,3.0,0.0,1960,4.0,0.0,0,0,0.0,1,1287.0,89.0,522.0,69.0,7.0,3.0,4.0,14.0,4.0,4.0,11.0,488.0,73.0,5.0,5.0,1.0,4.0,2.0,2.0,0.0,1.0,1.0,5.0,1.0,0.0,0.0,323.0,1500.0,70.0,2.0,2.0,1600.0,1300.0,13300.0,78.0,2.0,2.0,24000.0,13800.0,7.0,82.0
0.02,0.98,1000,0.58,1.0,0.48100000000000004,16.0,31.0,17.0,1.0,1.0012121212121212,94330,0,9.0,20170606.0,54960,130.0,0.95,370,7.0,52330,1.0,1120,0.55,3.0,0.0,31.0,0.0,31.0,0.0,0.0,6.0,6.0,0.0,70,2.0,0.0,0,0,0.0,0,349.0,82.0,538.0,68.0,11.0,5.0,5.0,14.0,5.0,7.0,10.0,466.0,78.0,21.0,5.0,8.0,13.0,4.0,9.0,0.0,0.0,5.0,7.0,73.0,0.0,4.0,307.0,1900.0,77.0,9.0,9.0,2300.0,1677.0,1500.0,82.0,4.0,5.0,5100.0,2075.0,3.0,125.0
0.01,0.97,0,0.88,0.85,0.575,18.0,16.0,16.0,2.0,1.0012121212121212,27640,0,40.0,20140427.0,397940,311.0,0.55,21030,6.0,11350,0.3,1220,0.5,1.0,16.0,16.0,16.0,16.0,0.0,1.0,9.0,12.0,0.0,700,6.0,0.0,410,19700,0.0,0,1485.0,82.0,538.0,78.0,13.0,9.0,2.0,24.0,3.0,15.0,17.0,542.0,75.0,56.0,52.0,1.0,18.0,6.0,12.0,1.0,2.0,13.0,78.0,11.0,0.0,1.0,356.0,2600.0,74.0,12.0,12.0,3200.0,2308.0,3500.0,80.0,6.0,6.0,7800.0,4700.0,12.0,5.0
0.05,0.95,0,1.54,1.0,0.33299999999999996,17.0,17.0,13.0,3.0,1.0012121212121212,9040,0,21.0,20160624.0,108250,147.0,0.5,16060,6.0,780,0.1,720,0.65,1.0,5.0,12.0,5.0,12.0,0.0,0.0,2.0,2.0,84653.0,600,5.0,0.0,390,1090,0.0,0,696.0,90.0,650.0,82.0,4.0,2.0,1.0,4.0,0.0,1.0,2.0,622.0,75.0,37.0,35.0,0.0,14.0,3.0,11.0,0.0,1.0,8.0,48.0,4.0,0.0,0.0,341.0,1700.0,74.0,11.0,11.0,2400.0,1581.0,4600.0,78.0,3.0,4.0,4800.0,3600.0,52.0,63.0
0.03,0.97,200,0.39,1.0,0.355,20.0,18.0,18.0,1.0,1.0012121212121212,25530,0,12.0,20170206.0,114030,128.0,0.2,36830,5.0,200,0.05,790,0.6,1.0,7.0,14.0,7.0,14.0,0.0,0.0,3.0,4.0,469.0,4000,6.0,0.0,960,10880,0.0,0,469.0,82.0,546.0,75.0,5.0,4.0,1.0,15.0,4.0,6.0,7.0,513.0,77.0,29.0,27.0,3.0,12.0,5.0,7.0,2.0,2.0,8.0,35.0,10.0,2.0,0.0,348.0,1800.0,75.0,7.0,8.0,2400.0,1300.0,7200.0,81.0,5.0,6.0,12000.0,5480.0,5.0,5.0
0.01,0.99,300,0.7,0.5,0.369,17.0,32.0,25.0,4.0,1.0012121212121212,7640,0,37.0,20120127.0,173050,212.0,0.4,29090,6.0,1170,0.4,1110,0.5,1.0,8.0,32.0,8.0,32.0,0.0,1.0,5.0,5.0,0.0,3730,7.0,0.0,560,4760,0.0,0,2306.0,85.0,531.0,75.0,9.0,7.0,2.0,12.0,4.0,10.0,11.0,494.0,78.0,33.0,25.0,5.0,12.0,5.0,7.0,0.0,0.0,6.0,30.0,17.0,0.0,0.0,359.0,1900.0,78.0,7.0,8.0,2300.0,1800.0,15100.0,79.0,5.0,5.0,24000.0,9660.0,-1.0,108.0
0.01,0.99,0,1.0,0.6,0.17,15.0,41.0,23.0,2.0,1.0012121212121212,12790,0,15.0,20160205.0,54770,58.0,0.2,19700,4.0,2340,0.05,930,0.55,1.0,6.0,41.0,6.0,41.0,2.0,1.0,2.0,2.0,15.0,4130,5.0,0.0,2140,3680,0.0,1,836.0,87.0,526.0,74.0,6.0,5.0,1.0,8.0,0.0,4.0,5.0,477.0,74.0,19.0,16.0,1.0,7.0,2.0,5.0,0.0,2.0,8.0,20.0,11.0,0.0,0.0,294.0,1700.0,72.0,5.0,5.0,2300.0,1360.0,6200.0,80.0,2.0,2.0,6600.0,6300.0,68.0,62.0
0.04,0.88,0,0.45,0.95,0.308,19.0,36.0,26.0,2.0,1.0012121212121212,18270,0,21.0,20160516.0,128990,148.0,0.6,19130,7.0,1380,0.65,990,0.55,1.0,0.0,36.0,0.0,36.0,0.0,1.0,2.0,3.0,0.0,1120,3.0,0.0,0,16350,0.0,0,735.0,82.0,502.0,77.0,9.0,4.0,2.0,16.0,10.0,14.0,14.0,482.0,74.0,28.0,26.0,3.0,12.0,4.0,8.0,0.0,3.0,15.0,34.0,17.0,0.0,3.0,339.0,1500.0,73.0,8.0,8.0,4500.0,1912.0,3900.0,77.0,4.0,4.0,12000.0,4900.0,3.0,44.0
0.01,0.99,0,0.5,0.29,0.13699999999999998,13.0,136.0,63.0,2.0,1.0,10050,0,15.0,20131121.0,19980,48.0,0.55,8650,5.0,1790,0.65,940,0.55,3.0,10.0,42.0,10.0,42.0,0.6492961224993825,1.0,7.0,7.0,0.0,1120,2.0,0.0,0,1070,0.0,0,1642.0,86.0,522.0,79.0,10.0,6.0,4.0,16.0,1.0,7.0,12.0,478.0,72.0,7.0,3.0,1.0,2.0,0.0,2.0,0.0,0.0,3.0,4.0,5.0,0.0,0.0,221.0,1700.0,72.0,2.0,2.0,1800.0,1450.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,108.0
0.01,0.99,2100,0.36,0.95,0.47700000000000004,18.0,24.0,19.0,2.0,1.0012121212121212,12950,0,18.0,20160830.0,324700,191.0,0.2,71400,5.0,4580,0.05,1310,0.45,3.0,6.0,9.0,6.0,9.0,1.0,1.0,12.0,12.0,2907.0,5040,9.0,0.0,780,6280,0.0,0,629.0,82.0,522.0,73.0,26.0,10.0,4.0,31.0,15.0,19.0,26.0,471.0,75.0,26.0,23.0,2.0,13.0,4.0,9.0,0.0,1.0,8.0,28.0,14.0,0.0,2.0,360.0,2000.0,74.0,9.0,9.0,2700.0,1611.0,2200.0,77.0,4.0,5.0,4200.0,2450.0,14.0,49.0
0.01,0.99,500,0.8,1.0,0.08800000000000001,15.0,36.0,35.0,2.0,1.0,12510,0,14.0,20170105.0,37250,44.0,0.75,6640,7.0,110,1.0,1110,0.5,1.0,0.0,36.0,0.0,36.0,0.0,0.0,2.0,5.0,0.0,500,3.0,0.0,0,6160,0.0,1,501.0,95.0,619.0,79.0,7.0,3.0,2.0,8.0,3.0,7.0,7.0,589.0,74.0,13.0,12.0,0.0,5.0,0.0,5.0,0.0,0.0,6.0,13.0,3.0,0.0,0.0,312.0,1900.0,74.0,5.0,5.0,2800.0,1520.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,142.0
